ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film3012],The Dante Quartet,126194,/4Bl7aXAbv1peLt8NkmUr5vfkVCs.jpg,1987-03-26,6,,en,,Stan Brakhage,,,,,,,,,,
[Film30229],Merry-Go-Round,162514,/68BJcQWorDoVruFv4DW8pFJmOnl.jpg,1981-10-08,160,"Crime,Drama",fr,"Joe Dallesandro,Maria Schneider,Hermine Karagheuz,Danièle Gégauff,Sylvie Matton",Jacques Rivette,,"Suzanne Schiffman,Jacques Rivette,Eduardo de Gregorio",,"Nicole Lubtchansky,Catherine Quesemand",William Lubtchansky,,,,,
[Film3029],Ginger & Fred,42021,/nuhHvDVQLIDzpLpomBHilS1hliL.jpg,1986-01-13,125,"Romance,Comedy,Drama",it,"Giulietta Masina,Marcello Mastroianni,Franco Fabrizi,Friedrich von Ledebur,Augusto Poderosi",Federico Fellini,Alberto Grimaldi,,,"Nino Baragli,Ruggero Mastroianni,Ugo De Rossi","Tonino Delli Colli,Ennio Guarnieri",Nicola Piovani,,Dante Ferretti,,"Alfredo Tiberi,Adonella De Rossi,Renato Francola,Adriano Carboni,Massimo De Rossi,Fernanda De Rossi"
[Film3040],The Voice of the Moon,,,,,,,,,,,,,,,,,,
[Film3044],And the Ship Sails On,5622,/kAJEaXgZ5sO0tBaB9By260JZUQg.jpg,1983-10-07,132,"Music,Comedy,Drama",it,"Freddie Jones,Barbara Jefford,Victor Poletti,Fred Williams,Peter Cellier",Federico Fellini,Franco Cristaldi,,,Ruggero Mastroianni,Giuseppe Rotunno,Gianfranco Plenizio,,Dante Ferretti,Maurizio Millenotti,
[Film30468],Love - Prostitute Word,167463,/fZmd2eIV7qbSfgOXokEQOekmB99.jpg,1982-02-01,95,"Drama,Comedy",pt,"Orlando Parolini,Roberto Miranda,Alvamar Taddei,Patrícia Scalvi,Benjamin Cattan",Carlos Reichenbach,,"Carlos Reichenbach,Inácio Araújo",,Eder Mazzini,,,,,,
[Film3060],"Atlantic City, USA",23954,/emZLwACcXh4FHAWWkpYb9lsC0Q2.jpg,1980-09-03,104,"Crime,Drama,Romance",en,"Burt Lancaster,Susan Sarandon,Kate Reid,Michel Piccoli,Hollis McLaren",Louis Malle,John Kemeny,John Guare,,Suzanne Baron,Richard Ciupka,,,Anne Pritchard,François Barbeau,Rita Ogden
[Film3100],Mephisto,11911,/eor7ADjUNTCzM1iHkaAHVBAo4eG.jpg,1981-02-11,145,Drama,de,"Klaus Maria Brandauer,Krystyna Janda,Ildikó Bánsági,Rolf Hoppe,Karin Boyd",István Szabó,Manfred Durniok,,György Fék,Zsuzsa Csákány,Lajos Koltai,Zdenkó Tamássy,József Romvári,,Ágnes Gyarmathy,"Edit Basilides,Ábrisné Basilides"
[Film3103],Days of Eclipse,45886,/8EyzManpOnDf0vK5aXjjrvOVi7N.jpg,1988-01-01,139,"Drama,Science Fiction",ru,"Aleksei Ananishnov,Eskender Umarov,Irina Sokolova,Vladimir Zamanskiy,Kirill Dudkin",Aleksandr Sokurov,,,,Leda Semyonova,"Alexandr Burov,Sergey Yurizditskiy",Yuri Khanon,Yelena Amshinskaya,,,
[Film31117],Buddha's Palm,661224,/4cJKJlVy0et4byicADMywn1Hm3r.jpg,1983-07-14,84,"Action,Fantasy",zh,"Hsiao Chen,Chin Feng,Yu-Kuang Kuo,Chang-An Li",Chi Lo,,,,,,,,,,
[Film31184],Linnet,81231,/2k5lVY8Sh4EuRAloc3Xio7ZHmzc.jpg,1982-09-13,92,"Comedy,Drama",pl,"Krzysztof Majchrzak,Anna Seniuk,Joanna Sienkiewicz,Jerzy Block,Marek Siudym",Witold Leszczyński,,Witold Leszczyński,,Łucja Ośko,Zbigniew Napiórkowski,Wojciech Karolak,,Maciej Maria Putowski,"Hanna Ćwikło,Anna Ostapińska","Anna Lewandowska,Jolanta Chmielewska"
[Film3125],The Last Metro,1716,/ms2OJGHXCaFPd6JfPT8McxeVJnW.jpg,1980-09-17,131,"Drama,Romance,War",fr,"Catherine Deneuve,Gérard Depardieu,Heinz Bennent,Jean Poiret,Andréa Ferréol",François Truffaut,François Truffaut,,,Martine Barraqué,Néstor Almendros,Georges Delerue,,Jean-Pierre Kohut-Svelko,Liselle Roos,
[Film3128],Bad Timing,33214,/raLS93dykOabizFuguWZ9KeCKAS.jpg,1980-03-02,123,"Drama,Mystery,Thriller",en,"Art Garfunkel,Theresa Russell,Harvey Keitel,Denholm Elliott,Daniel Massey",Nicolas Roeg,"Jeremy Thomas,Tim Van Rellim",,,Tony Lawson,Anthony B. Richmond,,,,,
[Film3170],Radio Days,30890,/ljZ3yyYznAiq1vF6nHITdJn6qXB.jpg,1987-01-30,90,"Comedy,Drama,Music",en,"Danny Aiello,Jeff Daniels,Mia Farrow,Seth Green,Robert Joy",Woody Allen,Robert Greenhut,Woody Allen,,Susan E. Morse,Carlo Di Palma,,Speed Hopkins,Santo Loquasto,Jeffrey Kurland,
[Film31734],Kinjite: Forbidden Subjects,59201,/uHfPlhkgzGlbBuPobY4a3zEAOX5.jpg,1989-02-03,97,"Action,Drama,Thriller",en,"Charles Bronson,Perry Lopez,Juan Fernández,James Pax,Peggy Lipton",J. Lee Thompson,"Menahem Golan,Yoram Globus,Richard Driscoll,Pancho Kohner,Patricia G. Payró",Harold Nebenzal,,"Peter Lee-Thompson,Mary E. Jochem",Gideon Porath,Greg De Belles,,,,
[Film3174],Another Woman,22478,/1gL5NeeLyFSzsq1BfyA5b73rhB3.jpg,1988-10-13,84,Drama,en,"Gena Rowlands,Mia Farrow,Ian Holm,Blythe Danner,Gene Hackman",Woody Allen,Robert Greenhut,,,Susan E. Morse,Sven Nykvist,,Speed Hopkins,Santo Loquasto,Jeffrey Kurland,Fern Buchner
[Film32070],Pedicab Driver,29014,/2XyMgGLEicUPa3GX9U1v3BEQNs1.jpg,1989-02-24,95,"Action,Drama,Comedy",cn,"Sammo Hung,Nina Li Chi,Sun Yueh,Max Mok Siu-Chung",Sammo Hung,Jessica Chan Pui-Wah,"Barry Wong,Yuen Gai-Chi",,,,,,,,
[Film32126],Population: 1,88459,/ls8ycuwu7zFABOfGe2Kw2S7FNoK.jpg,1986-09-24,72,"Fantasy,Music",en,"Tomata Du Plenty,Sheela Edwards,Beck,Al Hansen,Maila Nurmi",René Daalder,Carel Struycken,René Daalder,,Carel Struycken,Daniel Pearl,,,,,
[Film3214],Gallipoli,11646,/un7VCqTmjrq3u75mQ204a8tofD4.jpg,1981-08-13,112,"War,Drama,Adventure,History",en,"Mel Gibson,Mark Lee,Bill Kerr,Harold Hopkins,Charles Lathalu Yunipingu",Peter Weir,"Robert Stigwood,Patricia Lovell",,,William M. Anderson,Russell Boyd,"Brian May,Tommaso Albinoni,Jean-Michel Jarre",Herbert Pinter,,,
[Film3219],Sweetie,65015,/25lpQtxNWXzOimnXmbwF0Y0GYej.jpg,1989-01-01,97,"Comedy,Drama",en,"Genevieve Lemon,Karen Colston,Tom Lycos,Jon Darling,Dorothy Barry",Jane Campion,John Maynard,,,Veronika Jenet,Sally Bongers,Martin Armiger,Peter Harris,,Amanda Lovejoy,Wendy Freeman
[Film323],Permanent Vacation,37997,/sISTkyG2cDOiox1Z4QvQf6r8NGf.jpg,1980-01-01,75,Drama,en,"Chris Parker,Leila Gastil,Sara Driver,Charlie Spademan,Jane Fire",Jim Jarmusch,Jim Jarmusch,,,Jim Jarmusch,James A. Lebovitz,,,,,
[Film3243],Lola,2264,/rZqgDP5kRqh2eaPj5uLzYEbWz40.jpg,1981-08-20,113,"Drama,Romance",de,"Barbara Sukowa,Armin Mueller-Stahl,Mario Adorf,Matthias Fuchs,Helga Feddersen",Rainer Werner Fassbinder,"Horst Wendlandt,Wolf-Dietrich Brücker",,Vladimir Vizner,"Rainer Werner Fassbinder,Juliane Lorenz",Xaver Schwarzenberger,Peer Raben,Helmut Gassner,"Udo Kier,Raúl Gimenez,Rolf Zehetbauer","Barbara Baum,Egon Strasser","Anni Nöbauer,Edwin Erfmann,Hedy Polensky"
[Film3256],The Hitcher,9542,/jj9VF7GL3rLXHfoa8oQ4ioNT8GZ.jpg,1986-01-17,98,"Horror,Action,Thriller",en,"Rutger Hauer,C. Thomas Howell,Jennifer Jason Leigh,Jeffrey DeMunn,Billy Green Bush",Robert Harmon,"David Bombyk,Kip Ohman",,,Frank J. Urioste,John Seale,Mark Isham,Dins W. W. Danielsen,Dennis Gassner,,Pamela Peitzman
[Film326],Lifeforce,11954,/953hMDf9G2ZRIEs97M6iFIYWtWF.jpg,1985-06-21,102,"Horror,Science Fiction,Thriller",en,"Steve Railsback,Peter Firth,Frank Finlay,Mathilda May,Patrick Stewart",Tobe Hooper,"Menahem Golan,Yoram Globus",,,John Grover,Alan Hume,Henry Mancini,Terry Knight,,Carin Hooper,
[Film32917],The Island of Love,,,,,,,,,,,,,,,,,,
[Film3293],Commando,10999,/ollPAAAgZ7euU8VisfqU3cuXhZ6.jpg,1985-10-03,90,"Action,Adventure,Thriller",en,"Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells,James Olson",Mark L. Lester,Joel Silver,,,"Mark Goldblatt,John F. Link,Glenn Farr",Matthew F. Leonetti,James Horner,,John Vallone,,"William Turner,Joe McKinney"
[Film32],The Princess Bride,2493,/kTXxdNv44najTayFcrT487xWuDv.jpg,1987-09-25,99,"Adventure,Family,Fantasy,Comedy,Romance",en,"Cary Elwes,Robin Wright,Mandy Patinkin,Chris Sarandon,André Roussimoff",Rob Reiner,"Rob Reiner,Andrew Scheinman",,,Robert Leighton,Adrian Biddle,Mark Knopfler,Richard Holland,Norman Garwood,Phyllis Dalton,
[Film33046],Mirch Masala,232791,/f4HBivjjjskqyPleKMb8nuJqhwn.jpg,1987-02-18,121,"Drama,Thriller",hi,"Smita Patil,Naseeruddin Shah,Om Puri,Deepti Naval,Suresh Oberoi",Ketan Mehta,,,,Sanjiv Shah,Jehangir Choudhary,Rajat Dholakia,,,,
[Film33110],Five Element Ninjas,41378,/nUidOywTrK8kceDCOHQRuLGqs4y.jpg,1982-04-21,108,Action,zh,"Ricky Cheng Tien-Chi,Lo Meng,Chan Pui-Sai,Lung Tien-Hsiang,Michael Chan",Chang Cheh,Mona Fong,"Kuang Ni,Chang Cheh",,Chiang Hsing-Lung,,,,,,
[Film3311],The Natural,11393,/u2QSNW1OgHRBeifcugmo7pG0uS9.jpg,1984-05-11,137,Drama,en,"Robert Redford,Robert Duvall,Glenn Close,Kim Basinger,Wilford Brimley",Barry Levinson,Mark Johnson,,,Stu Linder,Caleb Deschanel,Randy Newman,,"Angelo P. Graham,James J. Murakami,Mel Bourne,Speed Hopkins","Bernie Pollack,Gloria Gresham","Gary Liddiard,Tom Hoerber"
[Film332],Wings of Desire,144,/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg,1987-05-17,128,"Drama,Fantasy,Romance",de,"Bruno Ganz,Solveig Dommartin,Otto Sander,Curt Bois,Peter Falk",Wim Wenders,"Wim Wenders,Anatole Dauman",,,Peter Przygodda,Henri Alekan,Jürgen Knieper,Heidi Lüdi,Heidi Lüdi,Monika Jacobs,Regina Huyer
[Film33381],Smooth Talk,33766,/tPfGFKRXD0sVOGhwjxPHadTa8Y1.jpg,1985-11-17,92,"Drama,Thriller",en,"Laura Dern,Treat Williams,Mary Kay Place,Levon Helm,Elizabeth Berridge",Joyce Chopra,Martin Rosen,,,Patrick Dodd,James Glennon,"George Massenburg,Russ Kunkel,Bill Payne",,David Wasco,Carol Oditz,Natalie Mucyn
[Film3373],Henry: Portrait of a Serial Killer,10692,/diVMzTarVLgjc3jyODyhZMadfwD.jpg,1986-04-10,83,"Crime,Horror,Thriller",en,"Michael Rooker,Tracy Arnold,Tom Towles,David Katz,Mary Demas",John McNaughton,"John McNaughton,Steven A. Jones,Lisa Dedmond",,,Elena Maganini,Charlie Lieberman,,Rick Paul,,Patricia Hart,Berndt Rantscheff
[Film33761],Ninja in the Dragon's Den,18813,/fm7QgfznxYfVcbmf6akdXkoAUU0.jpg,1982-06-23,95,"Action,Comedy",cn,"Conan Lee,Hiroyuki Sanada,Hwang Jang-Lee,Tai Bo,Hiroshi Tanaka",Corey Yuen,Ng See-Yuen,"Corey Yuen,Ng See-Yuen",,,,,,,,
[Film3378],When the Wind Blows,10857,/sQ7CgHdDcKnnzhCXA7wC2JVL7qq.jpg,1986-10-24,81,"Animation,Drama,War,Science Fiction",en,"Peggy Ashcroft,John Mills,Robin Houston,James Russell,David Dundas",Jimmy T. Murakami,John Coates,,,"John Cary,Taylor Grant",,Roger Waters,"Errol Bryant,Richard Fawdry",,,
[Film3381],Prince of Darkness,8852,/jjcAOhtGuX4p8XvlVn1WXUT1jWi.jpg,1987-10-23,101,Horror,en,"Donald Pleasence,Lisa Blount,Victor Wong,Jameson Parker,Dennis Dun",John Carpenter,Larry J. Franco,,,Steve Mirkovich,Gary B. Kibbe,"John Carpenter,Alan Howarth",,Daniel A. Lomino,,Francisco X. Pérez
[Film33943],A Summer at Grandpa's,92989,/sBoXFQRSfK3sVjdHYKffYoQ9M3m.jpg,1984-11-24,93,"Drama,Family",zh,"Wong Kai-Gwong,Lee Suk-Ching,Nai-Chu Ting,Lin Hsiu-Ling",Hou Hsiao-hsien,,"Hou Hsiao-hsien,Chu Tien-wen",,Liao Ching-Sung,Chen Kun-Hou,Edward Yang,,,,
[Film33],Blue Velvet,793,/7hlgzJXLgyECS1mk3LSN3E72l5N.jpg,1986-01-01,120,"Drama,Crime,Mystery,Thriller",en,"Kyle MacLachlan,Isabella Rossellini,Dennis Hopper,Laura Dern,Hope Lange",David Lynch,Fred C. Caruso,,Alan Splet,Duwayne Dunham,Frederick Elmes,,,Patricia Norris,,
[Film34004],Another State of Mind,42082,/x5XlkFS9D8tIg7yaihxgFBoFo5w.jpg,1984-03-01,78,"Documentary,Music",en,"Mike Ness,Sean Stern,Adam Stern,Ian MacKaye,Dennis Danell","Peter Stuart,Adam Small",,,,,,,,,,
[Film340],My Beautiful Laundrette,11240,/hfGWxrtbRnxg19ouEYBtQKtMZcN.jpg,1985-11-16,98,"Comedy,Drama,Romance",en,"Gordon Warnecke,Daniel Day-Lewis,Roshan Seth,Saeed Jaffrey,Derrick Branche",Stephen Frears,"Tim Bevan,Sarah Radclyffe",Hanif Kureishi,,Mick Audsley,Oliver Stapleton,Ludus Tonalis,,Hugo Luczyc-Wyhowski,Lindy Hemming,Elaine Carew
[Film3414],Nick's Film: Lightning Over Water,42156,/fvPCZtXdVVeSormxZcoAqh4ivf3.jpg,1980-10-01,91,Documentary,en,"Wim Wenders,Nicholas Ray,Susan Ray,Tom Farrell,Ronee Blakley","Wim Wenders,Nicholas Ray","Wim Wenders,Chris Sievernich,Pierre Cottrell","Wim Wenders,Nicholas Ray","Martin Müller,Gary Steele,Maryte Kavaliauskas","Wim Wenders,Peter Przygodda","Edward Lachman,Martin Schäfer",,,,,
[Film34201],Time Out,47942,/mOsuWlfNrHdmaEPOXqvyW5BOyhH.jpg,1980-03-28,121,"Action,Adventure,Drama,Thriller",en,"Paul Newman,Jacqueline Bisset,William Holden,James Franciscus,Ernest Borgnine",James Goldstone,Irwin Allen,,,,Fred J. Koenekamp,Lalo Schifrin,Russell C. Menzer,,,Chuck Crafts
[Film3421],Ashik Kerib,92663,/ewdKXDNB40CmFoMy4ZMhv0C8G6a.jpg,1988-07-03,76,"Drama,Music,Fantasy,History",ka,"Yuri Mgoyan,Sofiko Chiaureli,Ramaz Chkhikvadze,Konstantin Stepankov",Sergei Parajanov,,Gia Badridze,,,,,,"Sergei Parajanov,Shota Gogolashvili,Niko Zandukeli,Gogi Aleqsi-Meskhishvili",Eka Magalashvili,
[Film3422],Tokyo-ga,76406,/dqpacjWykr9ok6Jem1PMW7SZSde.jpg,1985-04-24,92,Documentary,de,"Yûharu Atsuta,Werner Herzog,Chishū Ryū,Chris Marker",Wim Wenders,"Wim Wenders,Chris Sievernich",Wim Wenders,,"Wim Wenders,Solveig Dommartin,Jon Neuburger",Edward Lachman,Laurent Petitgand,,,,
[Film34250],Vice Squad,63460,/k5KxUl1mWkFyHRmlfAyUqfTOA8D.jpg,1982-01-22,97,"Thriller,Crime,Action,Mystery",en,"Season Hubley,Gary Swanson,Wings Hauser,Pepe Serna,Beverly Todd",Gary Sherman,Brian E. Frankish,"Robert Vincent O'Neil,Sandy Howard,Kenneth Peters",,Roy Watts,John Alcott,Joe Renzetti,,Lee Fischer,Bernadette O'Brien,Scott Readwine
[Film3426],The Brave Little Toaster,19933,/mEZcPMNRqTcotOZSttN5MtmJbu1.jpg,1987-07-09,90,"Fantasy,Adventure,Animation,Comedy,Family,Music",en,"Jon Lovitz,Timothy Stack,Phil Hartman,Deanna Oliver,Timothy E. Day",Jerry Rees,"Donald Kushner,Thomas L. Wilhite",,"Jim Cypherd,Rick Johnston,Aseley Otten,Bob Walter",Donald W. Ernst,,David Newman,Brian McEntee,,,
[Film3427],Batman,268,/kbeWnmnHNEnuVej6wcjUv0eY6IL.jpg,1989-06-23,126,"Fantasy,Action",en,"Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,Pat Hingle",Tim Burton,"Peter Guber,Jon Peters",,,Ray Lovejoy,Roger Pratt,Danny Elfman,"Nigel Phelps,Terry Ackland-Snow",Anton Furst,"Bob Ringwood,Tony Dunsterville",Lynda Armstrong
[Film342],Return of the Jedi,1892,/1kAbMLKVJz7LGjs8nnp259tffry.jpg,1983-05-25,135,"Adventure,Action,Science Fiction",en,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels",Richard Marquand,"Rick McCallum,Howard G. Kazanjian",,Ben Burtt,"Marcia Lucas,Duwayne Dunham,Sean Barton",,John Williams,,"Norman Reynolds,Fred Hole,James L. Schoppe","Nilo Rodis-Jamero,Aggie Guerard Rodgers","Nick Dudman,Peter Robb-King,Tom Smith,Richard Mills,Graham Freeborn,Kay Freeborn"
[Film3430],Royal Space Force: The Wings of Honnêamise,20043,/h5naABij9ghj6CLcpBYBkxMGYGX.jpg,1987-03-14,121,"Animation,Science Fiction",ja,"Leo Morimoto,Mitsuki Yayoi,Aya Murata,Kazuyuki Sogabe,Masato Hirano",Hiroyuki Yamaga,"Hiroaki Inoue,Hirohiko Sueyoshi",Hiroyuki Yamaga,,Harutoshi Ogata,Hiroshi Isakawa,Ryuichi Sakamoto,Hiromasa Ogura,Kenichi Sonoda,,
[Film3441],Style Wars,29587,/lzKa29TdUPPGHeR5m8XVEfvkk3G.jpg,1983-01-01,70,"Music,Documentary,TV Movie",en,"Cap,Daze,Dondi,Kase 2,Eric Haze",Tony Silver,"Henry Chalfant,Tony Silver",,,Sam Pollard,Burleigh Wartes,,,,,
[Film3465],Pale Rider,8879,/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg,1985-06-28,115,Western,en,"Clint Eastwood,Michael Moriarty,Carrie Snodgress,Chris Penn,Richard Dysart",Clint Eastwood,Clint Eastwood,,,Joel Cox,Bruce Surtees,Lennie Niehaus,,Edward C. Carfagno,,Barbara Guedel
[Film3474],UHF,11959,/wxx5YQLKVH1WMSRXQAUnC76r4iY.jpg,1989-07-21,97,Comedy,en,"'Weird Al' Yankovic,Victoria Jackson,Kevin McCarthy,Michael Richards,David Bowe",Jay Levey,"Gene Kirkwood,John W. Hyde",,,Dennis M. O'Connor,David Lewis,John Du Prez,,Ward Preston,Tom McKinley,Roseanne McIlvane
[Film3485],Red Wood Pigeon,56521,/5OgRifVga0PF9CaW7MCW6QBhzin.jpg,1989-09-15,89,"Comedy,Drama",it,"Nanni Moretti,Silvio Orlando,Mariella Valentini,Claudio Morganti,Alfonso Santagata",Nanni Moretti,"Nanni Moretti,Angelo Barbagallo,Nella Banfi",Nanni Moretti,,Mirco Garrone,Giuseppe Lanci,,,"Giancarlo Basili,Leonardo Scarpa",Maria Rita Barbera,Gianfranco Mecacci
[Film3498],Top Secret!,8764,/xsuEGorx2RcgtF6JKQjwYYrcr3E.jpg,1984-06-08,90,Comedy,en,"Val Kilmer,Lucy Gutteridge,Peter Cushing,Jeremy Kemp,Christopher Villiers","Jerry Zucker,Jim Abrahams,David Zucker","Jon Davison,Hunt Lowry",,,"Françoise Bonnot,Bernard Gribble",Christopher Challis,Maurice Jarre,,,,
[Film35047],Sound and Fury,51228,/cCQ6NR6JJXBzbCubqiaWa7wyZJY.jpg,1988-06-01,95,Drama,fr,"Bruno Cremer,François Négret,Vincent Gasperitsch,Fabienne Babe,María Luisa García",Jean-Claude Brisseau,Margaret Ménégoz,Jean-Claude Brisseau,,"Jean-Claude Brisseau,María Luisa García,Annick Hurst",Romain Winding,,,,María Luisa García,
[Film35096],The Shooting Party,57300,/cjFDPj3hrcHwrRhAqlFYtff8PbQ.jpg,1985-02-01,98,"Drama,Romance,History",en,"James Mason,Edward Fox,Dorothy Tutin,John Gielgud,Gordon Jackson",Alan Bridges,Geoffrey Reeve,Julian Bond,,Peter Davies,Fred Tammes,,,Morley Smith,Tom Rand,"Magdalen Gaffney,Jane Royle"
[Film35315],The Dark Glow of the Mountains,139945,/k1DXDLJ2xyNdqAog9QtcpYUfEIj.jpg,1985-03-09,45,Documentary,de,"Werner Herzog,Reinhold Messner",Werner Herzog,Lucki Stipetić,,,Maximiliane Mainka,Rainer Klausmann,,,,,
[Film35323],Home Sweet Home,83329,/1pKGTTOFliJPJGVDozaBj3yF2MX.jpg,1981-01-01,85,Horror,en,"Jake Steinfeld,Vinessa Shaw,Peter De Paula,Don Edmonds,Charles Hoyes",Nettie Peña,Don Edmonds,,,Nettie Peña,Don Stern,Richard Tufo,,,,Jack Petty
[Film35345],Missile,147456,/zartXueG3XQbf0El0ljudd2eokD.jpg,1986-02-23,0,"TV Movie,Drama,Thriller",en,"Robert Conrad,David Soul,Sam Waterston,Richard Roundtree,Jonathan Banks",Larry Peerce,,,,,,,,,,
[Film3541],Autumn Almanac,74903,/w1zFwAX87FwLvx9JEHnhFCf5kZj.jpg,1984-08-15,119,Drama,hu,"Hédi Temessy,Erika Bodnár,Miklós Székely B.,Pál Hetényi",Béla Tarr,,Béla Tarr,Péter Laczkovich,Ágnes Hranitzky,"Buda Gulyás,Sándor Kardos,Ferenc Pap",Mihály Víg,,"Gyula Pauer,Ágnes Hranitzky",Gyula Pauer,
[Film35523],Game Over,601981,/hBSZA8nHRBT40fnw00wxXCyk1eG.jpg,1984-01-01,9,"Fantasy,Science Fiction",fr,"Marc Mazza,Roger Miremont,Roxane Nouban",Bernard Villiot,,,,,Maurice Giraud,,,,,
[Film35580],Tumbledown,121154,/p6mzJQuiSdqnn2BPuhg2PXZlxge.jpg,1988-05-29,115,"TV Movie,Drama,War",en,"Colin Firth,Paul Rhys,David Calder,Barbara Leigh-Hunt,Rupert Baker",Richard Eyre,,Charles Wood,,,,,,,,
[Film35613],Farewell,20713,/2SpiWFobtIdPqkqQ1dJP7MlZm8M.jpg,1989-03-03,117,"War,Adventure",en,"Nigel Havers,Frank McRae,Gerry Lopez,Nick Nolte,Marilyn Tokuda",John Milius,"Albert S. Ruddy,André E. Morgan",,,Anne V. Coates,,,,,,
[Film35634],Special Effects,97975,/4vTHSzB0eOYA1Y1YT68bKynFg51.jpg,1984-11-16,101,"Drama,Horror,Thriller",en,"Zoë Lund,Eric Bogosian,Brad Rijn,Kevin O'Connor,Bill Oland",Larry Cohen,Paul Kurta,Larry Cohen,,Armond Lebowitz,Paul Glickman,Michael D. Minard,Marleen Marta,Teri Kane,Joanne Malkanthene,Kris Evans
[Film35643],28 Up,20561,/5GhgJ9Sl0SbQXSgGK2BzUdtAzFx.jpg,1984-11-20,136,Documentary,en,"Lynn Johnson,Tony Walker,Jacqueline Bassett,Bruce Balden",Michael Apted,,,,,,,,,,
[Film3572],Women on the Verge of a Nervous Breakdown,4203,/lOehCiqghODNrNBpI1JS76zl6Lx.jpg,1988-03-25,88,"Comedy,Drama",es,"Carmen Maura,Antonio Banderas,Julieta Serrano,María Barranco,Rossy de Palma",Pedro Almodóvar,Pedro Almodóvar,,,José Salcedo,José Luis Alcaine,Bernardo Bonezzi,,,José María de Cossío,"Gregorio Ros,Juan Pedro Hernández"
[Film3583],Matewan,24276,/kdQ2MCsrsC39Ta9x05sWOb9wi5B.jpg,1987-08-28,132,"Drama,History",en,"Chris Cooper,James Earl Jones,Mary McDonnell,Will Oldham,David Strathairn",John Sayles,"Maggie Renzi,Peggy Rajski",John Sayles,,Sonya Polonsky,Haskell Wexler,Mason Daring,Dan Bishop,Nora Chavooshian,,
[Film35899],The Ties That Bind,135779,/u3KpqrwFJn1ow1HAEyCepfESvZ8.jpg,1984-04-04,55,Documentary,en,,Su Friedrich,,,,,,,,,,
[Film35927],The Constant Factor,198500,/mXvxXOt7UgH9h4ptWysM0lS8zNO.jpg,1980-06-04,87,Drama,pl,"Tadeusz Bradecki,Zofia Mrozowska,Malgorzata Zajaczkowska,Witold Pyrkosz,Cezary Morawski",Krzysztof Zanussi,,Krzysztof Zanussi,,Urszula Śliwińska,Slawomir Idziak,,,,"Anna B. Sheppard,Magdalena Biedrzycka",
[Film3594],Silvestre,83233,/sOaOSLgrlSEcnDVl1XfmtuD13UC.jpg,1982-05-06,120,"History,Drama",pt,"Maria de Medeiros,Teresa Madruga,Luís Miguel Cintra,Jorge Silva Melo",João César Monteiro,,,,"João César Monteiro,Manuela Viegas,Teresa Caldas",Acácio de Almeida,,,Ana Jotta,,
[Film36022],My Heart Is That Eternal Rose,78033,/rwIfBnuc6YTxxocjkd2Rz8SXR71.jpg,1989-04-20,91,"Drama,Action,Crime,Romance",cn,"Kenny Bee,Joey Wong,Tony Leung Chiu-wai,Kwan Hoi-San,Michael Chan",Patrick Tam,,,,Cheung Kwok-Kuen,"Christopher Doyle,David Chung",Danny Chung,Kwan Kit Mok,Patrick Tam,Kwan Kit Mok,Lo Shui-Lin
[Film36130],The Short & Curlies,49455,/vHPJGFP7UONECmRW1blxcJ5clJ6.jpg,1988-09-29,17,Comedy,en,"Alison Steadman,Sylvestra Le Touzel,David Thewlis,Wendy Nottingham",Mike Leigh,Victor Glynn,Mike Leigh,,Jon Gregory,Roger Pratt,,,Diana Charnley,Lindy Hemming,
[Film3618],Merry Christmas Mr. Lawrence,11948,/aWafmO9YSYww8rXbKOgCrtzjyJv.jpg,1983-05-28,124,"Drama,History,War",ja,"David Bowie,Tom Conti,Ryuichi Sakamoto,Takeshi Kitano,Jack Thompson",Nagisa Ōshima,Jeremy Thomas,,,Tomoyo Ōshima,Tōichirō Narushima,Ryuichi Sakamoto,Andrew Sanders,Jūshō Toda,,
[Film36272],"Zorro, the Gay Blade",19317,/qNFtu1TyoFbmG1hCdQkD8ENOjum.jpg,1981-07-17,93,"Western,Action,Comedy,Adventure,Romance",en,"George Hamilton,Lauren Hutton,Brenda Vaccaro,Ron Leibman,Donovan Scott",Peter Medak,"George Hamilton,C.O. Erickson",,,Lori Jane Coleman,John A. Alonzo,,Adrian Gorton,Herman A. Blumenthal,Gloria Gresham,"William Tuttle,Bob Mills"
[Film36375],Wolf Devil Woman,104262,/aGSY7RQXBJ6dryAq36vngFtEUyN.jpg,1982-09-28,85,"Horror,Fantasy,Action",zh,"Chang Ling,Feng Shih,Wang Hsieh,Ho Hing-Nam,Philip So Yuen-Fung",Chang Ling,"Chang Ling,Wu Yu-lin",,,Huang Chiu-Kuei,Chen Lu-Shan,,,,,Yi-Chu Yu
